Region,Main_brand,Category,Age,Gender,Nationality,OSAT,Communication,Ontime,Proposition,Delivery_fees,Restaurant_options,Grocery_options,Ease_usage,Delivery_process,App_sat,time_deliveryboy,Customer_support,Payment_process,Paying_,Product_quality
Western,Careemnow,Restaurants,30 – 39 years,Female,Nationals,10,10,9,9,10,9,9,10,9,10,9,9,10,10,10
Eastern,HungerStation,Restaurants,40 – 49 years,Male,Expat Asians,10,10,10,9,8,9,6,9,9,10,9,9,9,8,9
Northern,MRSOOL,Restaurants,15 – 29 years,Male,Expat Arabs,10,10,9,10,8,9,10,10,9,8,6,10,9,10,10
Eastern,HungerStation,Restaurants,50 years or more,Female,Expat Asians,10,10,10,10,8,10,9,10,10,10,10,9,10,10,9
Western,MRSOOL,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,9,8,6,9,10,9,6,8,10,7,9,10
Eastern,HungerStation,Restaurants,15 – 29 years,Female,Nationals,10,10,9,8,9,10,9,10,9,10,10,9,10,10,9
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Central,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,10,5,5,5,10,10,10,10,10,10,7,7,7,10
Western,HungerStation,Restaurants,30 – 39 years,Female,Nationals,8,4,8,5,9,7,9,5,5,8,8,6,9,5,8
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Personal care: Perfumes/Cosmetics/Beauty,15 – 29 years,Male,Expat Arabs,8,9,8,8,5,9,10,10,7,10,6,10,8,10,10
Western,HungerStation,Restaurants,30 – 39 years,Female,Expat Arabs,9,9,9,9,9,10,10,9,9,10,9,10,10,10,10
Western,HungerStation,Restaurants,40 – 49 years,Female,Expat Arabs,10,10,10,9,9,10,9,10,10,10,10,10,10,10,9
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,8,8,8,8,8,6,6,6,7,8,8,8,8,8,7
Eastern,HungerStation,Restaurants,50 years or more,Female,Expat Asians,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10
Western,Careemnow,Restaurants,15 – 29 years,Female,Nationals,10,8,10,10,10,7,5,8,9,10,9,7,10,7,6
Western,HungerStation,Restaurants,15 – 29 years,Female,Nationals,7,8,5,8,7,5,7,5,6,6,5,7,6,9,8
Central,Nana,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Expat Arabs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,9,10,10,9,9,9,9,9,10,10,10,9,9,9,9
Eastern,Careemnow,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Expat Asians,7,2,2,2,2,2,2,2,2,3,2,2,2,2,2
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,10,10,10,10,2,10,10,10,10,10,10,10,10,10,10
South,MRSOOL,On demand service (moving a small package from one location to another location within the city),40 – 49 years,Female,Expat Arabs,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,30 – 39 years,Female,Expat Arabs,9,9,8,8,9,9,8,9,9,8,8,9,9,8,9
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,MRSOOL,Restaurants,15 – 29 years,Female,Nationals,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
South,HungerStation,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Expat Arabs,9,9,10,8,7,8,9,9,9,8,7,8,9,9,8
Eastern,HungerStation,Restaurants,40 – 49 years,Male,Expat Asians,10,9,10,9,8,9,8,9,8,8,8,9,8,8,9
Central,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30 – 39 years,Female,Nationals,9,10,9,8,9,10,9,8,9,10,8,9,10,9,8
Western,Careemnow,Restaurants,30 – 39 years,Female,Nationals,7,1,8,5,8,6,8,7,6,4,1,4,7,8,7
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,MRSOOL,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,9,10,9,9,5,8,7,9,9,10,10,10,8
Central,Careemnow,Restaurants,30 – 39 years,Female,Nationals,8,8,8,8,8,8,8,7,8,8,8,8,8,7,8
Eastern,HungerStation,Restaurants,30 – 39 years,Female,Expat Asians,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,30 – 39 years,Female,Expat Asians,8,7,4,7,9,5,5,6,7,6,8,5,6,4,6
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,9,10,10,10,2,10,7,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,15 – 29 years,Female,Nationals,6,7,6,3,6,3,5,8,6,7,5,8,9,6,7
Western,HungerStation,Restaurants,15 – 29 years,Female,Nationals,10,8,9,8,7,9,5,8,7,9,7,9,9,10,
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,8,9,10,9,6,8,8,10,9,8,9,5,10,9,
Western,Careemnow,Restaurants,30 – 39 years,Male,Nationals,8,6,6,7,6,6,6,6,7,7,6,7,5,6,7
Eastern,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,10,10,10,10,10,9,9,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,40 – 49 years,Female,Expat Arabs,10,10,9,9,10,9,10,9,9,9,10,10,9,9,9
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,8,8,10,10,6,9,8,8,7,8,9,9,9,7,8
Central,HungerStation,Pharmacies,15 – 29 years,Female,Nationals,10,8,9,10,9,10,9,9,10,8,10,10,,8,10
Central,Careemnow,Electronics instant delivery (1 hour),50 years or more,Male,Expat Arabs,9,9,8,7,8,9,10,8,7,8,9,7,8,6,8
Central,HungerStation,Restaurants,40 – 49 years,Female,Nationals,8,7,4,10,10,10,9,8,6,9,6,8,9,7,10
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10
Eastern,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,Careemnow,Restaurants,15 – 29 years,Male,Expat Arabs,6,7,7,6,8,7,6,7,6,7,6,7,8,8,7
Western,Careemnow,Restaurants,15 – 29 years,Female,Nationals,10,9,9,10,10,10,6,10,10,10,8,7,10,8,7
Western,HungerStation,Restaurants,15 – 29 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Talabat,Grocery: Supermarkets/Hypermarkets,15 – 29 years,Female,Nationals,7,5,6,7,5,4,4,7,7,6,7,6,5,5,5
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,10,10,8,8,9,9,8,9,8,9,10,9,9,10,8
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,9,6,9,8,4,4,3,8,10,10,10,2,5,1,10
Central,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10
Western,Careemnow,Restaurants,15 – 29 years,Male,Nationals,10,10,10,9,7,6,10,9,10,9,10,9,9,10,9
Western,Careemnow,Restaurants,15 – 29 years,Female,Nationals,10,10,10,9,10,7,4,8,8,10,7,9,10,8,10
Central,HungerStation,Restaurants,40 – 49 years,Male,Expat Asians,9,10,9,9,9,9,9,10,9,9,9,9,10,9,9
Central,HungerStation,Restaurants,15 – 29 years,Male,Nationals,5,2,2,2,3,5,1,5,1,2,1,5,5,5,1
Central,Nana,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Expat Arabs,8,8,8,8,8,7,8,7,6,6,6,6,6,6,7
Central,Talabat,Personal care: Perfumes/Cosmetics/Beauty,15 – 29 years,Male,Nationals,Poor - 1,10,9,10,8,,10,10,10,10,10,2,3,3,3
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9
Central,Careemnow,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Careemnow,Pharmacies,15 – 29 years,Female,Expat Arabs,2,7,6,5,6,4,7,9,9,10,9,10,10,4,5
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,9,8,8,9,9,8,9,9,8,9,9,9,9
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Expat Arabs,7,7,8,6,5,6,8,8,9,10,9,8,8,8,9
Western,Careemnow,Restaurants,30 – 39 years,Female,Expat Asians,9,9,9,10,9,9,9,9,9,9,9,9,10,10,10
Western,Careemnow,Restaurants,15 – 29 years,Female,Nationals,10,9,10,8,9,9,10,8,7,9,8,8,9,8,10
Central,MRSOOL,Grocery: Supermarkets/Hypermarkets,15 – 29 years,Female,Expat Arabs,10,10,8,9,10,3,10,9,9,9,9,9,9,9,9
Western,Careemnow,Restaurants,15 – 29 years,Male,Nationals,10,8,9,10,8,10,9,9,7,9,8,9,8,9,9
Eastern,Careemnow,Restaurants,30 – 39 years,Male,Expat Asians,9,10,9,8,9,8,8,10,10,10,8,10,10,10,9
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,9,10,9,9,8,10,8,9,7,8,9,10,10,9,7
Western,HungerStation,Electronics instant delivery (1 hour),40 – 49 years,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30 – 39 years,Female,Nationals,9,8,7,9,9,8,9,9,8,9,8,8,8,8,8
Western,MRSOOL,Restaurants,30 – 39 years,Female,Expat Arabs,9,5,9,7,8,10,9,10,10,10,10,7,10,9,7
Eastern,HungerStation,Restaurants,30 – 39 years,Male,Nationals,9,10,9,10,10,9,10,9,9,10,9,10,10,10,9
South,HungerStation,Grocery: Supermarkets/Hypermarkets,15 – 29 years,Male,Expat Arabs,6,10,10,7,10,6,10,5,5,8,5,,7,10,6
South,Wassel,Restaurants,40 – 49 years,Male,Nationals,10,9,9,9,9,8,8,9,9,8,9,9,10,10,9
Central,ToYou,Restaurants,30 – 39 years,Female,Expat Asians,6,5,5,6,4,6,3,4,5,8,6,6,8,8,4
Western,Careemnow,Restaurants,15 – 29 years,Female,Nationals,10,8,10,10,9,7,6,10,10,10,9,10,10,,10
Eastern,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,8,8,7,6,9,4,7,8,9,9,9,10,10,9
Western,HungerStation,Restaurants,40 – 49 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,9,10,9,8,8,7,10,10,9,10,9,10,10,9
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,9,8,7,8,8,7,8,8,8,8,8,7,7,8
Western,Talabat,Restaurants,30 – 39 years,Female,Expat Arabs,9,8,9,9,8,9,7,8,9,10,9,9,9,9,10
Western,HungerStation,Personal care: Perfumes/Cosmetics/Beauty,30 – 39 years,Female,Expat Asians,9,9,9,9,10,7,6,6,7,7,5,7,6,7,7
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,9,10,9,10,9,10,10,10,10,9,10,10
Northern,HungerStation,Restaurants,30 – 39 years,Male,Nationals,7,3,4,3,4,3,4,5,5,5,3,4,5,5,4
Eastern,Careemnow,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,9,10,9,10,9,9,9,10,9,9,10,9,10,9,10
Eastern,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,7,8,7,7,8,7,8,7,8,7,7,7,8,7,6
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,Poor - 1,1,2,2,1,5,4,4,4,5,1,1,10,10,
Central,Jahez,Restaurants,40 – 49 years,Male,Nationals,9,10,9,9,9,9,9,9,9,9,9,9,7,8,8
Western,Careemnow,Restaurants,15 – 29 years,Female,Expat Asians,2,9,9,7,7,10,8,9,7,9,8,9,8,9,9
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,9,8,7,8,8,8,7,7,8,7,7,7,8,7
Eastern,HungerStation,Restaurants,15 – 29 years,Female,Nationals,8,7,5,5,5,5,6,4,6,8,8,9,8,,
Eastern,HungerStation,Restaurants,15 – 29 years,Female,Expat Asians,7,9,8,7,8,9,6,7,8,9,9,10,7,7,8
Central,Nana,Restaurants,30 – 39 years,Male,Expat Asians,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Northern,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,Talabat,Restaurants,40 – 49 years,Male,Nationals,9,9,10,9,8,9,8,10,9,9,10,8,10,9,10
Eastern,Careemnow,Restaurants,30 – 39 years,Male,Expat Asians,9,9,9,8,9,8,8,9,9,9,9,10,10,10,9
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,10,9,8,7,10,10,10,10,10,10,10,9
Western,HungerStation,Restaurants,15 – 29 years,Female,Nationals,9,9,8,7,7,8,9,8,8,8,9,7,9,9,9
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,8,8,8,7,7,7,5,10,9,10,9,7,10,10,8
Central,Talabat,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10
Central,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,9,9,10,9,9,9,10,10,10,10
Central,Jahez,Restaurants,30 – 39 years,Male,Nationals,9,8,9,8,8,8,8,7,9,8,8,7,9,8,8
Western,Careemnow,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,9,8,9,7,8,9,8,10,10,9,8,9,9,10,9
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
Central,HungerStation,Pharmacies,30 – 39 years,Female,Expat Arabs,10,8,6,8,10,8,7,9,7,8,9,7,8,7,8
Central,HungerStation,Restaurants,15 – 29 years,Male,Expat Asians,10,9,9,9,8,9,9,9,9,10,10,9,9,9,9
Central,HungerStation,Restaurants,30 – 39 years,Female,Expat Arabs,7,5,5,5,5,7,6,7,9,8,8,5,7,7,6
Eastern,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,7,8,8,7,6,7,8,7,6,7,8,6,6,7,7
Northern,HungerStation,Restaurants,40 – 49 years,Female,Expat Arabs,6,7,9,6,5,9,,9,9,9,9,9,9,9,8
Central,HungerStation,Restaurants,30 – 39 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,15 – 29 years,Male,Nationals,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Northern,HungerStation,Restaurants,30 – 39 years,Female,Nationals,7,5,6,5,5,4,2,6,6,9,7,5,5,4,5
Western,MRSOOL,Restaurants,30 – 39 years,Male,Expat Arabs,8,7,8,8,7,8,8,8,7,8,7,6,7,7,7
Western,MRSOOL,Electronics instant delivery (1 hour),30 – 39 years,Female,Nationals,6,7,6,8,9,9,6,9,9,10,,,10,9,9
Eastern,HungerStation,Restaurants,40 – 49 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
Central,Careemnow,Personal care: Perfumes/Cosmetics/Beauty,15 – 29 years,Female,Nationals,3,7,6,6,7,6,8,8,8,8,8,8,8,7,7
Western,HungerStation,Restaurants,15 – 29 years,Female,Nationals,7,7,8,9,1,6,2,9,10,8,10,9,3,,9
Central,Jahez,Restaurants,30 – 39 years,Male,Nationals,9,6,9,7,6,8,9,9,9,10,10,10,10,10,10
Western,HungerStation,Restaurants,40 – 49 years,Male,Expat Asians,10,6,5,4,7,8,9,10,10,10,10,10,10,10,10
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,9,,10,10,,10,9,10,,,10,10,,10,
Central,HungerStation,Restaurants,15 – 29 years,Male,Nationals,7,2,3,4,5,6,7,9,1,,3,8,,10,4
Central,HungerStation,Restaurants,15 – 29 years,Female,Expat Asians,5,10,10,10,10,10,10,10,10,10,9,8,10,7,10
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,8,9,8,9,9,8,10,9,9,10,9,9,10,9,9
Central,MRSOOL,Restaurants,40 – 49 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,ToYou,Restaurants,15 – 29 years,Male,Expat Arabs,8,8,7,9,9,7,,8,8,9,7,8,8,8,7
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Asians,Poor - 1,2,2,2,2,2,2,2,2,1,4,2,1,1,1
Eastern,Careemnow,Grocery: Supermarkets/Hypermarkets,15 – 29 years,Female,Expat Arabs,8,5,7,4,7,5,7,6,5,6,5,6,5,3,4
Western,Careemnow,Restaurants,15 – 29 years,Female,Nationals,8,7,10,3,4,9,9,10,10,8,10,9,10,,8
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,10,9,8,9,10,9,8,9,10,8,7,8,9,10
Central,MRSOOL,Restaurants,30 – 39 years,Male,Expat Arabs,8,8,9,7,6,10,9,6,5,8,4,6,5,3,7
Central,Jahez,Restaurants,30 – 39 years,Male,Nationals,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9
Northern,HungerStation,Restaurants,15 – 29 years,Male,Nationals,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Eastern,HungerStation,Restaurants,15 – 29 years,Female,Nationals,10,10,10,10,9,10,9,10,9,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Nana,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,6,5,6,5,8,6,4,4,6,8,6,8,7,7,9
Western,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,15 – 29 years,Male,Nationals,6,7,4,6,6,7,6,8,8,8,3,,8,9,8
Central,Nana,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Female,Expat Asians,9,8,9,9,9,9,8,9,9,10,9,9,9,9,10
South,Ngwah,Grocery: Supermarkets/Hypermarkets,15 – 29 years,Female,Nationals,10,10,10,10,10,10,10,10,9,8,8,8,9,9,9
Central,HungerStation,Restaurants,15 – 29 years,Female,Expat Asians,10,10,9,8,7,8,9,10,9,8,7,8,9,8,7
Central,HungerStation,Restaurants,15 – 29 years,Female,Expat Arabs,7,7,8,6,4,3,6,8,4,8,7,6,8,8,7
Central,Jahez,Restaurants,15 – 29 years,Female,Nationals,10,5,10,10,,,,10,9,,,,,,
Central,HungerStation,Restaurants,50 years or more,Male,Nationals,7,7,8,7,6,6,7,7,6,6,6,6,6,6,7
Central,HungerStation,Grocery: Supermarkets/Hypermarkets,50 years or more,Male,Nationals,9,9,9,9,9,9,9,10,10,8,9,10,9,9,10
Central,Talabat,Restaurants,30 – 39 years,Female,Nationals,7,9,9,7,10,10,8,9,8,8,10,10,9,10,9
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Nationals,9,10,9,10,9,8,9,10,9,8,7,7,6,7,8
Eastern,HungerStation,Restaurants,30 – 39 years,Female,Expat Arabs,8,9,10,10,10,10,10,,10,10,9,10,10,10,
Northern,ToYou,Restaurants,15 – 29 years,Male,Expat Arabs,8,8,8,8,9,7,,8,8,9,9,8,8,8,8
Western,HungerStation,Grocery: Supermarkets/Hypermarkets,15 – 29 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Careemnow,Restaurants,15 – 29 years,Female,Expat Arabs,9,6,10,6,4,4,,9,10,9,10,,10,,9
Eastern,Talabat,Restaurants,40 – 49 years,Male,Expat Arabs,9,9,8,8,8,9,9,8,8,9,8,8,8,8,8
Northern,HungerStation,Restaurants,40 – 49 years,Female,Expat Arabs,7,7,8,5,5,8,8,7,9,8,9,9,9,9,9
Central,MRSOOL,Restaurants,15 – 29 years,Female,Nationals,9,5,8,8,6,9,9,4,4,9,4,3,9,3,10
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,7,8,7,8,6,5,6,9,4,10,8,7,5,4,3
Central,Talabat,Restaurants,15 – 29 years,Female,Nationals,8,7,7,7,7,7,6,8,7,7,6,7,7,6,8
Central,Nana,Others please specify,15 – 29 years,Female,Nationals,5,,,,,,,,,,,,,,
Central,MRSOOL,Restaurants,30 – 39 years,Male,Nationals,10,10,9,9,9,9,9,8,9,8,9,8,9,8,8
Western,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,10,10,9,10,9,10,9,9,9,9,9,9,9,9
Eastern,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Male,Expat Arabs,10,10,10,10,10,10,9,9,10,10,9,10,10,10,9
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Nana,Grocery: Supermarkets/Hypermarkets,15 – 29 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,50 years or more,Male,Nationals,10,10,9,8,9,10,8,9,10,8,9,8,9,10,9
Central,HungerStation,Restaurants,40 – 49 years,Male,Expat Arabs,8,6,6,6,6,6,6,7,7,7,7,6,7,6,7
Central,Jahez,Restaurants,30 – 39 years,Female,Expat Asians,10,10,10,10,10,10,9,10,10,10,10,9,10,10,10
Central,HungerStation,Restaurants,30 – 39 years,Male,Nationals,9,9,8,9,10,9,7,8,9,10,9,10,8,7,9
Western,HungerStation,Restaurants,15 – 29 years,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Talabat,Restaurants,30 – 39 years,Male,Expat Asians,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9
Western,Nana,Personal care: Perfumes/Cosmetics/Beauty,15 – 29 years,Female,Expat Arabs,5,7,7,6,9,6,9,7,9,7,9,7,9,10,7
Western,MRSOOL,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,9,7,8,10,6,9,10,6,8,9,8,7,6,8,7
Western,Careemnow,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,8,9,7,8,7,8,7,8,7,7,7,7,8,6,7
Western,HungerStation,Restaurants,30 – 39 years,Female,Nationals,9,9,9,7,5,8,,9,9,10,9,9,8,7,10
Western,Careemnow,Restaurants,15 – 29 years,Female,Nationals,10,10,10,9,,10,10,,10,10,,9,,10,9
Western,Nana,Electronics instant delivery (1 hour),30 – 39 years,Female,Expat Arabs,6,7,4,7,9,6,3,4,7,7,5,8,7,5,2
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Grocery: Supermarkets/Hypermarkets,30 – 39 years,Female,Nationals,9,8,8,10,10,9,10,9,10,9,10,9,10,9,9
Central,Jahez,Restaurants,30 – 39 years,Male,Expat Asians,10,10,10,10,10,10,10,,8,10,9,,10,10,10
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,30 – 39 years,Female,Nationals,8,8,9,10,,,10,,10,,10,,10,,10
Central,MRSOOL,Restaurants,15 – 29 years,Female,Nationals,9,9,8,6,9,8,6,7,9,7,7,9,7,9,9
Central,Jahez,Electronics instant delivery (1 hour),30 – 39 years,Male,Nationals,8,9,9,10,9,10,9,10,9,10,9,10,9,10,9
Central,HungerStation,Restaurants,15 – 29 years,Female,Nationals,9,7,8,9,9,9,7,9,8,8,8,8,9,8,8
Central,MRSOOL,Grocery: Supermarkets/Hypermarkets,15 – 29 years,Female,Nationals,8,8,9,10,9,10,10,10,10,10,7,7,10,5,10
Western,MRSOOL,Pharmacies,30 – 39 years,Male,Nationals,8,2,3,2,4,3,4,2,3,4,4,4,5,4,5
Eastern,HungerStation,Electronics instant delivery (1 hour),30 – 39 years,Female,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Jahez,Restaurants,15 – 29 years,Female,Expat Arabs,5,5,4,4,4,4,3,4,3,3,5,5,5,5,5
Central,Talabat,Restaurants,40 – 49 years,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,9,10,9
Eastern,Careemnow,Restaurants,30 – 39 years,Female,Nationals,10,10,9,10,9,8,7,10,10,10,10,8,10,9,10
Eastern,HungerStation,Restaurants,15 – 29 years,Female,Nationals,9,8,9,9,8,9,9,8,9,9,8,9,9,9,9
Northern,HungerStation,Electronics instant delivery (1 hour),15 – 29 years,Male,Nationals,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Talabat,Restaurants,30 – 39 years,Male,Nationals,10,10,10,9,6,6,9,8,9,10,8,8,8,9,8
Northern,HungerStation,Grocery: Supermarkets/Hypermarkets,40 – 49 years,Male,Nationals,8,8,8,8,8,8,9,8,8,7,8,8,8,8,8
Central,HungerStation,Restaurants,30 – 39 years,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9
Western,Careemnow,Restaurants,40 – 49 years,Female,Expat Asians,10,10,10,10,10,10,,10,,10,10,10,10,10,10
Central,HungerStation,Restaurants,40 – 49 years,Male,Expat Arabs,7,8,7,6,6,6,5,7,9,8,9,7,8,6,6
Eastern,HungerStation,Restaurants,40 – 49 years,Male,Nationals,8,8,8,7,8,7,7,7,7,8,7,8,7,8,7
Northern,HungerStation,Restaurants,30 – 39 years,Male,Nationals,8,7,8,7,5,7,5,7,6,5,7,7,6,8,6
Eastern,ToYou,Restaurants,40 – 49 years,Female,Expat Asians,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Jahez,Restaurants,15 – 29 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,MRSOOL,Restaurants,40 – 49 years,Male,Nationals,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Central,HungerStation,Restaurants,30 – 39 years,Female,Nationals,9,10,10,9,10,10,,10,10,10,,10,10,10,
Central,Talabat,Restaurants,15 – 29 years,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,HungerStation,Restaurants,30 – 39 years,Female,Expat Arabs,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10
